25,0,226802,0,7,0,0,0,0,0,0,0,40,0,0
38,0,89814,1,9,1,1,1,1,0,0,0,50,0,0
28,1,336951,2,12,1,2,1,1,0,0,0,40,0,1
44,0,160323,3,10,1,0,1,0,0,7688,0,40,0,1
18,2,103497,3,10,0,3,0,1,1,0,0,30,0,0
34,0,198693,4,6,0,4,2,1,0,0,0,30,0,0
29,2,227026,1,9,0,3,3,0,0,0,0,40,0,0
63,3,104626,5,15,1,5,1,1,0,3103,0,32,0,1
24,0,369667,3,10,0,4,3,1,1,0,0,40,0,0
55,0,104996,6,4,1,6,1,1,0,0,0,10,0,0
65,0,184454,1,9,1,0,1,1,0,6418,0,40,0,1
36,4,212465,7,13,1,7,1,1,0,0,0,40,0,0
26,0,82091,1,9,0,7,2,1,1,0,0,39,0,0
58,2,299831,1,9,1,3,1,1,0,0,0,35,0,0
48,0,279724,1,9,1,0,1,1,0,3103,0,48,0,1
43,0,346189,8,14,1,8,1,1,0,0,0,50,0,1
20,5,444554,3,10,0,4,0,1,0,0,0,25,0,0
43,0,128354,1,9,1,7,4,1,1,0,0,30,0,0
37,0,60548,1,9,2,0,3,1,1,0,0,20,0,0
40,0,85019,9,16,1,5,1,2,0,0,0,45,1,1
34,0,107914,7,13,1,9,1,1,0,0,0,47,0,1
34,0,238588,3,10,0,4,0,0,1,0,0,35,0,0
72,2,132015,6,4,3,3,2,1,1,0,0,6,0,0
25,0,220931,7,13,0,5,2,1,0,0,0,43,2,0
25,0,205947,7,13,1,5,1,1,0,0,0,40,0,0
45,3,432824,1,9,1,6,1,1,0,7298,0,90,0,1
22,0,236427,1,9,0,7,0,1,0,0,0,20,0,0
23,0,134446,1,9,4,0,3,0,0,0,0,54,0,0
54,0,99516,1,9,1,6,1,1,0,0,0,35,0,0
32,3,109282,3,10,0,5,2,1,0,0,0,60,0,0
46,5,106444,3,10,1,8,1,0,0,7688,0,38,0,1
56,3,186651,0,7,2,4,3,1,1,0,0,50,0,0
24,3,188274,7,13,0,10,2,1,0,0,0,50,0,0
23,1,258120,3,10,1,2,1,1,0,0,0,40,0,0
26,0,43311,1,9,3,8,3,1,1,0,0,40,0,0
65,2,191846,1,9,1,3,1,1,0,0,0,40,0,0
36,1,403681,7,13,1,5,1,1,0,0,0,40,0,1
22,0,248446,10,3,0,11,2,1,0,0,0,50,3,0
17,0,269430,4,6,0,0,2,1,0,0,0,40,0,0
20,0,257509,1,9,0,6,0,1,0,0,0,40,0,0
65,0,136384,8,14,1,5,1,1,0,0,0,50,0,1
44,6,120277,11,11,1,10,1,1,0,0,0,45,0,1
36,0,465326,1,9,1,1,1,1,0,0,0,40,0,0
29,0,103634,0,7,1,4,1,1,0,0,0,40,0,0
20,5,138371,3,10,0,1,0,1,0,0,0,32,0,0
28,0,242832,11,11,1,5,4,1,1,0,0,36,0,1
39,0,290208,6,4,1,6,1,1,0,0,0,40,4,0
54,0,186272,3,10,1,12,1,1,0,3908,0,50,0,0
52,0,201062,0,7,4,11,2,0,1,0,0,18,0,0
56,6,131916,1,9,2,8,2,1,1,0,0,50,0,0
18,0,54440,3,10,0,4,0,1,0,0,0,20,0,0
39,0,280215,1,9,3,13,0,0,0,0,0,40,0,0
21,0,214399,3,10,0,4,0,1,1,0,1721,24,0,0
22,0,54164,1,9,0,4,2,1,0,14084,0,60,0,1
38,0,219446,12,5,5,8,2,1,0,0,0,54,4,0
21,0,110677,3,10,0,7,0,1,1,0,0,40,0,0
63,0,145985,1,9,1,6,1,1,0,0,0,40,0,0
34,1,382078,7,13,1,8,1,1,0,3103,0,50,0,1
42,6,170721,1,9,1,8,1,1,0,5178,0,50,0,1
33,0,269705,1,9,1,13,1,1,0,0,0,40,0,0
30,0,101135,7,13,0,8,2,1,1,0,0,50,0,0
39,0,118429,3,10,3,10,2,1,0,0,0,40,0,0
26,0,31208,8,14,0,8,2,1,1,0,0,40,0,0
33,0,281384,1,9,0,0,0,1,1,0,0,40,0,0
47,1,171807,1,9,3,7,2,1,1,0,0,40,0,0
41,0,109912,7,13,0,4,2,1,1,0,0,40,1,0
41,6,445382,2,12,1,6,1,1,0,15024,0,60,0,1
19,0,105460,3,10,0,4,0,1,0,0,0,20,0,0
46,0,170338,1,9,4,12,2,1,0,0,0,40,0,0
43,0,102606,1,9,1,10,1,1,0,0,0,48,0,0
55,0,323887,3,10,1,8,1,1,0,15024,0,45,0,1
46,0,175622,11,11,1,9,1,1,0,0,0,40,0,0
30,0,229636,1,9,1,0,1,1,0,0,0,40,4,0
21,0,388946,3,10,4,13,2,1,1,0,0,40,0,0
46,0,269034,3,10,1,6,1,3,0,0,0,40,5,0
17,2,165361,4,6,0,3,0,1,0,0,0,40,0,0
41,0,75012,1,9,1,0,1,1,0,0,0,50,0,0
69,6,174379,1,9,1,10,1,1,0,0,0,30,0,0
50,0,312477,1,9,1,12,1,1,0,0,0,40,0,0
20,0,72055,3,10,0,7,2,1,1,0,0,40,0,0
45,6,67001,3,10,1,0,1,1,0,0,0,50,0,0
23,0,213734,7,13,0,8,2,1,0,0,0,40,0,0
24,0,83141,3,10,4,4,2,1,0,0,1876,40,0,0
44,6,223881,1,9,1,6,1,1,0,99999,0,50,1,1
31,3,113752,3,10,1,6,1,1,0,0,0,50,0,0
43,0,170482,1,9,4,0,2,1,1,0,0,44,0,0
20,4,244689,0,7,0,4,0,1,1,0,0,10,0,0
55,0,160631,1,9,1,10,1,1,0,0,0,56,0,1
24,4,228724,3,10,0,14,2,1,0,0,0,40,0,0
41,2,38434,8,14,1,3,4,1,1,7688,0,10,0,1
59,0,292946,7,13,0,8,2,1,1,0,0,25,0,0
49,4,77443,6,4,0,4,2,0,0,0,0,20,0,0
33,0,176410,8,14,1,5,4,1,1,5178,0,10,0,1
59,4,98984,7,13,3,7,2,1,0,0,0,40,0,0
34,0,198751,8,14,0,4,2,4,0,0,0,40,0,0
20,0,479296,1,9,0,13,0,1,0,0,0,40,0,0
25,0,235218,7,13,0,8,0,1,1,0,0,40,0,0
49,0,164877,4,6,1,1,1,1,0,0,0,40,0,0
59,0,272087,1,9,1,12,1,1,0,0,0,40,0,1
20,0,169699,1,9,0,7,2,1,1,0,0,40,0,0
51,2,189762,3,10,1,3,4,1,1,0,0,18,0,0
33,0,202191,3,10,0,7,3,0,1,0,0,35,0,0
22,0,212261,3,10,0,12,0,0,0,0,0,39,0,0
58,3,301568,12,5,2,4,2,1,1,0,0,40,0,0
52,1,155233,1,9,2,7,3,1,1,0,0,28,0,0
36,0,75826,4,6,4,0,2,1,1,0,0,40,0,0
41,1,201520,1,9,1,2,1,1,0,0,0,40,0,0
28,0,154236,1,9,0,12,0,1,0,2597,0,40,0,0
19,0,289227,3,10,0,13,0,0,0,0,0,16,0,0
18,0,217439,1,9,0,4,2,1,1,0,0,28,0,0
18,0,179020,1,9,0,0,0,1,1,0,0,48,0,0
28,0,149624,3,10,1,6,1,1,0,0,0,40,0,0
29,0,337266,11,11,1,8,1,1,0,0,0,40,0,1
20,2,30796,1,9,0,3,0,1,1,0,0,20,0,0
40,0,103541,3,10,1,13,1,1,0,0,0,40,0,0
26,0,206721,1,9,0,13,3,1,0,0,0,40,0,0
46,0,96773,1,9,1,6,1,1,0,0,0,40,0,0
23,0,200967,0,7,0,4,2,1,1,0,0,24,0,0
44,0,180019,1,9,5,7,3,1,1,0,0,40,0,0
43,0,179866,7,13,3,10,3,1,1,0,0,40,0,1
31,1,198770,7,13,3,5,3,1,1,0,0,60,0,0
18,0,219256,3,10,0,10,0,1,1,0,0,25,0,0
19,0,248730,3,10,0,2,0,1,0,0,0,30,0,0
41,0,110732,3,10,3,9,2,1,1,0,0,40,0,0
41,0,181020,1,9,3,13,3,1,1,0,0,40,0,0
69,0,183791,1,9,3,7,2,1,1,0,0,25,0,0
48,4,42972,9,16,1,5,4,1,1,0,0,40,0,1
28,0,134813,1,9,0,5,0,1,0,0,0,40,0,0
27,3,115438,1,9,1,6,1,1,0,0,0,60,6,1
41,0,239296,8,14,1,5,1,1,0,0,2415,50,0,1
41,0,428420,3,10,1,7,1,1,0,0,0,40,0,0
24,0,247846,1,9,0,6,3,0,1,0,0,40,0,0
20,2,334105,1,9,0,3,2,1,1,0,0,40,0,0
42,6,100793,9,16,1,5,1,1,0,0,0,41,0,1
57,0,244478,1,9,1,6,1,0,0,0,0,48,0,0
30,0,142921,2,12,0,5,2,1,1,0,0,40,0,0
36,0,182863,1,9,1,10,1,1,0,0,0,60,0,1
49,0,171128,6,4,1,0,1,0,0,0,0,40,0,0
33,0,145402,1,9,1,0,4,1,1,0,0,35,0,0
23,0,306309,4,6,1,1,1,1,0,0,0,40,0,0
46,0,83822,8,14,1,5,1,1,0,0,0,40,0,0
18,0,262118,3,10,0,7,0,2,1,0,0,22,7,0
40,0,155972,1,9,1,8,1,1,0,7688,0,55,0,1
43,6,214503,1,9,1,8,1,1,0,0,1887,45,0,1
34,0,159303,8,14,0,5,0,1,1,0,0,30,0,0
47,3,174995,1,9,2,8,2,1,1,0,0,30,0,0
44,0,26669,11,11,2,8,3,1,1,0,0,30,0,0
33,0,177727,1,9,1,10,1,1,0,0,0,40,0,1
55,0,124771,7,13,1,8,1,1,0,15024,0,50,0,1
19,0,456736,1,9,0,10,2,1,0,2907,0,30,0,0
28,0,216604,3,10,0,4,2,0,0,0,0,14,0,0
27,0,221561,0,7,1,4,4,0,1,0,0,32,0,0
50,0,114564,6,4,1,0,1,1,0,0,0,20,0,0
22,0,315476,0,7,0,6,3,1,0,0,0,40,0,0
40,5,67874,7,13,1,7,1,1,0,0,1887,45,0,1
25,0,126110,3,10,0,7,0,1,1,0,0,40,0,0
26,1,102264,1,9,0,6,2,1,0,0,0,40,0,0
22,0,537222,7,13,0,10,2,1,0,0,0,25,0,0
42,0,113732,3,10,0,13,3,0,1,0,625,40,0,0
38,6,93225,7,13,3,8,2,1,0,0,0,40,0,0
55,0,43064,0,7,1,4,1,1,0,0,0,30,0,0
32,0,136921,1,9,1,10,1,1,0,0,0,40,0,0
22,0,388885,1,9,1,6,1,1,0,0,0,45,0,0
29,0,142249,7,13,0,10,0,1,0,0,0,40,0,0
46,5,56841,8,14,1,8,1,1,0,0,0,45,0,1
31,0,156493,3,10,1,8,1,1,0,0,0,40,0,1
58,3,159021,9,16,1,5,1,1,0,0,0,16,0,1
42,0,190910,1,9,1,6,1,1,0,0,0,45,0,0
18,0,41879,1,9,0,13,3,1,0,0,0,25,0,0
58,1,137249,1,9,3,8,2,1,0,0,0,33,0,0
54,0,236157,1,9,1,5,1,1,0,0,1887,40,0,1
34,0,189759,8,14,0,5,2,1,0,0,0,40,0,0
26,0,239877,7,13,0,7,2,1,1,0,0,40,0,0
61,0,21175,13,8,1,8,1,1,0,0,0,60,0,0
48,1,67229,8,14,4,7,3,0,1,0,0,40,0,0
36,0,236391,3,10,1,8,1,1,0,0,0,45,0,1
24,0,325596,11,11,1,0,1,1,0,0,0,45,0,0
40,0,83411,3,10,1,0,1,1,0,0,0,37,0,0
33,6,154227,1,9,1,10,1,1,0,0,0,50,0,1
37,0,248010,3,10,1,0,1,1,0,0,1887,40,0,1
34,0,198613,8,14,0,8,0,1,0,4650,0,40,0,0
56,6,321529,3,10,1,8,1,1,0,15024,0,40,0,1
28,2,168524,1,9,1,3,0,1,1,0,0,38,0,1
37,0,203079,7,13,2,8,2,1,1,0,0,55,0,0
44,0,284652,1,9,3,10,3,0,1,0,0,40,0,0
64,2,201368,3,10,1,3,1,1,0,0,0,8,0,0
54,0,59840,1,9,3,13,2,1,0,0,0,45,0,0
23,0,52753,1,9,0,0,2,1,0,0,0,50,0,0
34,5,513100,7,13,5,1,2,0,0,0,0,40,1,0
22,0,199266,1,9,0,4,2,1,1,0,0,45,0,0
33,0,196385,7,13,1,8,1,1,0,0,1977,40,0,1
39,0,163205,7,13,4,5,2,1,0,0,0,50,0,1
47,0,411047,3,10,3,7,2,0,1,0,0,37,0,0
79,2,48574,6,4,2,3,2,1,0,0,0,40,0,0
26,0,209440,1,9,0,5,3,0,1,0,0,55,0,0
31,0,56964,3,10,3,8,3,1,1,0,0,40,0,0
44,0,299197,3,10,0,12,2,1,0,0,0,45,0,0
42,6,240628,5,15,1,5,4,1,1,0,0,50,0,1
19,0,355313,1,9,0,0,2,1,1,0,0,40,0,0
27,0,132267,1,9,1,13,1,1,0,0,0,40,0,1
51,1,174861,3,10,1,2,1,1,0,0,0,40,0,1
28,6,142443,7,13,1,8,1,1,0,0,0,50,0,0
57,0,26716,7,13,3,6,2,1,0,0,0,45,0,0
45,1,185588,7,13,3,5,3,1,1,0,0,40,0,0
50,0,175029,11,11,1,5,1,1,0,0,0,40,0,1
34,6,34848,7,13,1,10,1,1,0,0,0,54,0,0
45,0,411273,6,4,1,6,1,0,0,0,0,40,0,0
73,1,143437,1,9,1,8,1,1,0,0,0,20,0,0
34,0,357145,7,13,1,5,4,1,1,0,0,50,0,1
31,0,236861,3,10,1,10,1,1,0,0,0,55,0,1
19,0,53355,0,7,0,10,2,1,0,0,0,12,0,0
25,0,29106,3,10,0,4,0,1,1,0,0,50,0,0
38,4,213274,11,11,3,6,3,1,1,6497,0,40,0,0
39,0,22463,7,13,1,12,1,1,0,0,0,40,0,0
23,0,180497,7,13,0,9,0,0,1,0,0,32,0,0
49,0,37306,1,9,1,0,1,1,0,0,0,40,0,0
33,4,137814,1,9,0,4,2,1,0,0,0,32,0,0
21,0,447488,10,3,0,0,5,1,0,0,0,38,4,0
31,0,220915,11,11,4,6,2,1,0,0,0,40,0,0
23,0,42251,7,13,0,8,2,1,1,0,0,45,0,0
34,0,162312,7,13,1,7,1,2,0,0,0,40,8,0
25,0,77698,1,9,0,0,2,2,1,0,0,40,8,0
